state_postal_abbr,year,bias_motivation,count
TN,2004,Anti-Multi-Racial Group,11
TN,2004,Anti-Multi-Religious Group,8
TN,2004,Anti-Not Hispanic or Latino,3
TN,2004,Anti-Other Religion,1
TN,2004,Anti-Physical Disability,1
TN,2004,Anti-White,13
SD,2004,Anti-Black or African American,1
SD,2004,Anti-Jewish,1
SD,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
SD,2004,Anti-Male Homosexual (Gay),1
SD,2004,Anti-White,4
SC,2004,Anti-American Indian or Alaska Native,2
SC,2004,Anti-Bisexual,1
SC,2004,Anti-Black or African American,28
SC,2004,Anti-Catholic,1
SC,2004,Anti-Female Homosexual (Lesbian),3
SC,2004,Anti-Heterosexual,1
SC,2004,Anti-Hispanic or Latino,4
SC,2004,Anti-Islamic (Muslem),2
SC,2004,Anti-Jewish,2
SC,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
SC,2004,Anti-Male Homosexual (Gay),6
SC,2004,Anti-Mental Disability,5
SC,2004,Anti-Multi-Racial Group,3
SC,2004,Anti-Multi-Religious Group,3
SC,2004,Anti-Not Hispanic or Latino,3
SC,2004,Anti-Other Religion,1
SC,2004,Anti-Physical Disability,10
SC,2004,Anti-Protestant,1
SC,2004,Anti-White,22
RI,2004,Anti-Asian,3
RI,2004,Anti-Black or African American,10
RI,2004,Anti-Female Homosexual (Lesbian),1
RI,2004,Anti-Hispanic or Latino,1
RI,2004,Anti-Jewish,5
RI,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
RI,2004,Anti-Male Homosexual (Gay),5
RI,2004,Anti-Not Hispanic or Latino,2
RI,2004,Anti-Other Religion,1
PA,2004,Anti-Black or African American,50
PA,2004,Anti-Female Homosexual (Lesbian),1
PA,2004,Anti-Hispanic or Latino,3
PA,2004,Anti-Islamic (Muslem),1
PA,2004,Anti-Jewish,12
PA,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
PA,2004,Anti-Male Homosexual (Gay),9
PA,2004,Anti-Multi-Racial Group,6
PA,2004,Anti-Multi-Religious Group,1
PA,2004,Anti-Not Hispanic or Latino,2
PA,2004,Anti-White,15
OR,2004,Anti-American Indian or Alaska Native,1
OR,2004,Anti-Asian,1
OR,2004,Anti-Black or African American,103
OR,2004,Anti-Female Homosexual (Lesbian),20
OR,2004,Anti-Hispanic or Latino,47
OR,2004,Anti-Islamic (Muslem),4
OR,2004,Anti-Jewish,20
OR,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",12
OR,2004,Anti-Male Homosexual (Gay),50
OR,2004,Anti-Multi-Racial Group,19
OR,2004,Anti-Multi-Religious Group,2
OR,2004,Anti-Not Hispanic or Latino,31
OR,2004,Anti-Other Religion,4
OR,2004,Anti-White,24
OK,2004,Anti-Black or African American,64
OK,2004,Anti-Hispanic or Latino,3
OK,2004,Anti-Islamic (Muslem),2
OK,2004,Anti-Jewish,1
OK,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
OK,2004,Anti-Male Homosexual (Gay),1
OK,2004,Anti-Multi-Racial Group,1
OK,2004,Anti-Not Hispanic or Latino,5
OK,2004,Anti-Protestant,1
OK,2004,Anti-White,6
OH,2004,Anti-Asian,6
OH,2004,Anti-Atheist/Agnosticism,1
OH,2004,Anti-Bisexual,1
OH,2004,Anti-Black or African American,216
OH,2004,Anti-Catholic,4
OH,2004,Anti-Female Homosexual (Lesbian),12
OH,2004,Anti-Heterosexual,7
OH,2004,Anti-Hispanic or Latino,29
OH,2004,Anti-Islamic (Muslem),10
OH,2004,Anti-Jewish,27
OH,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",31
OH,2004,Anti-Male Homosexual (Gay),57
OH,2004,Anti-Mental Disability,1
OH,2004,Anti-Multi-Racial Group,13
OH,2004,Anti-Not Hispanic or Latino,87
OH,2004,Anti-Other Religion,11
OH,2004,Anti-Protestant,8
OH,2004,Anti-White,94
NY,2004,Anti-Asian,4
NY,2004,Anti-Black or African American,86
NY,2004,Anti-Catholic,6
NY,2004,Anti-Female Homosexual (Lesbian),5
NY,2004,Anti-Hispanic or Latino,26
NY,2004,Anti-Islamic (Muslem),5
NY,2004,Anti-Jewish,147
NY,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
NY,2004,Anti-Male Homosexual (Gay),28
NY,2004,Anti-Multi-Racial Group,3
NY,2004,Anti-Multi-Religious Group,1
NY,2004,Anti-Not Hispanic or Latino,40
NY,2004,Anti-Other Religion,12
NY,2004,Anti-Protestant,2
NY,2004,Anti-White,18
NV,2004,Anti-Asian,2
NV,2004,Anti-Black or African American,32
NV,2004,Anti-Hispanic or Latino,9
NV,2004,Anti-Jewish,14
NV,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NV,2004,Anti-Male Homosexual (Gay),9
NV,2004,Anti-Multi-Racial Group,2
NV,2004,Anti-Not Hispanic or Latino,5
NV,2004,Anti-Other Religion,1
NV,2004,Anti-White,6
NM,2004,Anti-American Indian or Alaska Native,5
NM,2004,Anti-Asian,2
NM,2004,Anti-Black or African American,3
NM,2004,Anti-Female Homosexual (Lesbian),1
NM,2004,Anti-Hispanic or Latino,2
NM,2004,Anti-Jewish,2
NM,2004,Anti-Male Homosexual (Gay),3
NM,2004,Anti-Other Religion,1
NM,2004,Anti-White,3
NJ,2004,Anti-American Indian or Alaska Native,2
NJ,2004,Anti-Asian,8
NJ,2004,Anti-Black or African American,266
NJ,2004,Anti-Catholic,6
NJ,2004,Anti-Female Homosexual (Lesbian),9
NJ,2004,Anti-Heterosexual,1
NJ,2004,Anti-Hispanic or Latino,24
NJ,2004,Anti-Islamic (Muslem),11
NJ,2004,Anti-Jewish,297
NJ,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
NJ,2004,Anti-Male Homosexual (Gay),37
NJ,2004,Anti-Mental Disability,1
NJ,2004,Anti-Multi-Racial Group,13
NJ,2004,Anti-Not Hispanic or Latino,36
NJ,2004,Anti-Other Religion,5
NJ,2004,Anti-White,47
NH,2004,Anti-Asian,1
NH,2004,Anti-Bisexual,2
NH,2004,Anti-Black or African American,14
NH,2004,Anti-Hispanic or Latino,2
NH,2004,Anti-Jewish,6
NH,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
NH,2004,Anti-Male Homosexual (Gay),10
NH,2004,Anti-Multi-Racial Group,2
NH,2004,Anti-Not Hispanic or Latino,2
NH,2004,Anti-Other Religion,1
NH,2004,Anti-White,6
NE,2004,Anti-American Indian or Alaska Native,1
NE,2004,Anti-Asian,6
NE,2004,Anti-Black or African American,15
NE,2004,Anti-Female Homosexual (Lesbian),1
NE,2004,Anti-Heterosexual,1
NE,2004,Anti-Hispanic or Latino,5
NE,2004,Anti-Islamic (Muslem),3
NE,2004,Anti-Jewish,2
NE,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
NE,2004,Anti-Male Homosexual (Gay),4
NE,2004,Anti-Multi-Racial Group,5
NE,2004,Anti-Not Hispanic or Latino,6
NE,2004,Anti-Other Religion,2
NE,2004,Anti-White,6
ND,2004,Anti-American Indian or Alaska Native,6
ND,2004,Anti-Black or African American,1
ND,2004,Anti-Catholic,1
ND,2004,Anti-Islamic (Muslem),2
NC,2004,Anti-American Indian or Alaska Native,1
NC,2004,Anti-Asian,2
NC,2004,Anti-Black or African American,42
NC,2004,Anti-Female Homosexual (Lesbian),3
NC,2004,Anti-Heterosexual,1
NC,2004,Anti-Hispanic or Latino,1
NC,2004,Anti-Jewish,7
NC,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
NC,2004,Anti-Male Homosexual (Gay),6
NC,2004,Anti-Multi-Racial Group,6
NC,2004,Anti-Not Hispanic or Latino,6
NC,2004,Anti-White,10
MT,2004,Anti-American Indian or Alaska Native,8
MT,2004,Anti-Black or African American,10
MT,2004,Anti-Catholic,2
MT,2004,Anti-Female Homosexual (Lesbian),2
MT,2004,Anti-Heterosexual,1
MT,2004,Anti-Hispanic or Latino,2
MT,2004,Anti-Jewish,1
MT,2004,Anti-Male Homosexual (Gay),4
MT,2004,Anti-Mental Disability,3
MT,2004,Anti-Multi-Racial Group,1
MT,2004,Anti-Not Hispanic or Latino,1
MT,2004,Anti-Other Religion,1
MT,2004,Anti-Physical Disability,2
MT,2004,Anti-Protestant,2
MT,2004,Anti-White,10
MS,2004,Anti-Black or African American,1
MS,2004,Anti-White,1
MO,2004,Anti-American Indian or Alaska Native,1
MO,2004,Anti-Asian,1
MO,2004,Anti-Black or African American,44
MO,2004,Anti-Female Homosexual (Lesbian),3
MO,2004,Anti-Heterosexual,1
MO,2004,Anti-Hispanic or Latino,5
MO,2004,Anti-Islamic (Muslem),1
MO,2004,Anti-Jewish,2
MO,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
MO,2004,Anti-Male Homosexual (Gay),6
MO,2004,Anti-Multi-Racial Group,2
MO,2004,Anti-Not Hispanic or Latino,2
MO,2004,Anti-Protestant,2
MO,2004,Anti-White,14
MN,2004,Anti-American Indian or Alaska Native,8
MN,2004,Anti-Asian,24
MN,2004,Anti-Black or African American,120
MN,2004,Anti-Catholic,1
MN,2004,Anti-Female Homosexual (Lesbian),11
MN,2004,Anti-Heterosexual,3
MN,2004,Anti-Islamic (Muslem),15
MN,2004,Anti-Jewish,14
MN,2004,Anti-Male Homosexual (Gay),26
MN,2004,Anti-Mental Disability,1
MN,2004,Anti-Not Hispanic or Latino,21
MN,2004,Anti-Other Religion,1
MN,2004,Anti-White,46
MI,2004,Anti-American Indian or Alaska Native,5
MI,2004,Anti-Asian,6
MI,2004,Anti-Atheist/Agnosticism,2
MI,2004,Anti-Bisexual,2
MI,2004,Anti-Black or African American,219
MI,2004,Anti-Catholic,2
MI,2004,Anti-Female Homosexual (Lesbian),14
MI,2004,Anti-Heterosexual,3
MI,2004,Anti-Hispanic or Latino,28
MI,2004,Anti-Islamic (Muslem),21
MI,2004,Anti-Jewish,14
MI,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",35
MI,2004,Anti-Male Homosexual (Gay),25
MI,2004,Anti-Mental Disability,8
MI,2004,Anti-Multi-Racial Group,8
MI,2004,Anti-Multi-Religious Group,2
MI,2004,Anti-Not Hispanic or Latino,27
MI,2004,Anti-Other Religion,9
MI,2004,Anti-Physical Disability,5
MI,2004,Anti-Protestant,8
MI,2004,Anti-White,150
ME,2004,Anti-American Indian or Alaska Native,1
ME,2004,Anti-Black or African American,22
ME,2004,Anti-Female Homosexual (Lesbian),6
ME,2004,Anti-Hispanic or Latino,1
ME,2004,Anti-Jewish,5
ME,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
ME,2004,Anti-Male Homosexual (Gay),24
ME,2004,Anti-Not Hispanic or Latino,1
ME,2004,Anti-Other Religion,2
ME,2004,Anti-White,1
MD,2004,Anti-American Indian or Alaska Native,1
MD,2004,Anti-Asian,2
MD,2004,Anti-Black or African American,132
MD,2004,Anti-Catholic,2
MD,2004,Anti-Female Homosexual (Lesbian),1
MD,2004,Anti-Heterosexual,1
MD,2004,Anti-Hispanic or Latino,11
MD,2004,Anti-Islamic (Muslem),3
MD,2004,Anti-Jewish,39
MD,2004,Anti-Male Homosexual (Gay),18
MD,2004,Anti-Multi-Racial Group,12
MD,2004,Anti-Multi-Religious Group,1
MD,2004,Anti-Not Hispanic or Latino,9
MD,2004,Anti-Other Religion,11
MD,2004,Anti-Protestant,3
MD,2004,Anti-White,12
MA,2004,Anti-American Indian or Alaska Native,16
MA,2004,Anti-Asian,26
MA,2004,Anti-Bisexual,2
MA,2004,Anti-Black or African American,102
MA,2004,Anti-Catholic,7
MA,2004,Anti-Female Homosexual (Lesbian),10
MA,2004,Anti-Hispanic or Latino,16
MA,2004,Anti-Islamic (Muslem),6
MA,2004,Anti-Jewish,57
MA,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
MA,2004,Anti-Male Homosexual (Gay),47
MA,2004,Anti-Not Hispanic or Latino,16
MA,2004,Anti-Other Religion,7
MA,2004,Anti-Protestant,4
MA,2004,Anti-White,37
LA,2004,Anti-Black or African American,7
LA,2004,Anti-Catholic,3
LA,2004,Anti-Islamic (Muslem),1
LA,2004,Anti-Jewish,3
LA,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
LA,2004,Anti-Male Homosexual (Gay),2
LA,2004,Anti-Other Religion,2
LA,2004,Anti-White,5
KY,2004,Anti-American Indian or Alaska Native,1
KY,2004,Anti-Asian,1
KY,2004,Anti-Bisexual,1
KY,2004,Anti-Black or African American,36
KY,2004,Anti-Catholic,2
KY,2004,Anti-Hispanic or Latino,3
KY,2004,Anti-Islamic (Muslem),2
KY,2004,Anti-Jewish,1
KY,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
KY,2004,Anti-Male Homosexual (Gay),9
KY,2004,Anti-Not Hispanic or Latino,4
KY,2004,Anti-Other Religion,4
KY,2004,Anti-White,6
KS,2004,Anti-Asian,3
KS,2004,Anti-Black or African American,18
KS,2004,Anti-Catholic,2
KS,2004,Anti-Female Homosexual (Lesbian),3
KS,2004,Anti-Hispanic or Latino,3
KS,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
KS,2004,Anti-Male Homosexual (Gay),6
KS,2004,Anti-White,10
IN,2004,Anti-Asian,3
IN,2004,Anti-Black or African American,39
IN,2004,Anti-Female Homosexual (Lesbian),3
IN,2004,Anti-Hispanic or Latino,9
IN,2004,Anti-Islamic (Muslem),1
IN,2004,Anti-Jewish,6
IN,2004,Anti-Male Homosexual (Gay),12
IN,2004,Anti-Mental Disability,1
IN,2004,Anti-Not Hispanic or Latino,1
IN,2004,Anti-Other Religion,1
IN,2004,Anti-Protestant,1
IN,2004,Anti-White,5
IL,2004,Anti-Asian,8
IL,2004,Anti-Black or African American,119
IL,2004,Anti-Female Homosexual (Lesbian),5
IL,2004,Anti-Hispanic or Latino,15
IL,2004,Anti-Islamic (Muslem),7
IL,2004,Anti-Jewish,22
IL,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
IL,2004,Anti-Male Homosexual (Gay),38
IL,2004,Anti-Multi-Racial Group,3
IL,2004,Anti-Not Hispanic or Latino,21
IL,2004,Anti-Other Religion,2
IL,2004,Anti-White,31
ID,2004,Anti-Atheist/Agnosticism,2
ID,2004,Anti-Black or African American,10
ID,2004,Anti-Hispanic or Latino,3
ID,2004,Anti-Jewish,5
ID,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
ID,2004,Anti-Male Homosexual (Gay),1
ID,2004,Anti-Multi-Racial Group,3
ID,2004,Anti-Multi-Religious Group,3
ID,2004,Anti-Not Hispanic or Latino,4
ID,2004,Anti-Other Religion,4
IA,2004,Anti-Black or African American,18
IA,2004,Anti-Female Homosexual (Lesbian),2
IA,2004,Anti-Hispanic or Latino,3
IA,2004,Anti-Islamic (Muslem),1
IA,2004,Anti-Male Homosexual (Gay),2
IA,2004,Anti-Multi-Racial Group,1
IA,2004,Anti-Other Religion,2
IA,2004,Anti-Protestant,2
IA,2004,Anti-White,1
GA,2004,Anti-Black or African American,12
GA,2004,Anti-Hispanic or Latino,2
GA,2004,Anti-Jewish,1
GA,2004,Anti-Male Homosexual (Gay),22
GA,2004,Anti-Not Hispanic or Latino,4
GA,2004,Anti-Other Religion,2
GA,2004,Anti-White,2
FL,2004,Anti-American Indian or Alaska Native,1
FL,2004,Anti-Asian,3
FL,2004,Anti-Black or African American,90
FL,2004,Anti-Heterosexual,1
FL,2004,Anti-Islamic (Muslem),3
FL,2004,Anti-Jewish,24
FL,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",44
FL,2004,Anti-Male Homosexual (Gay),1
FL,2004,Anti-Multi-Racial Group,2
FL,2004,Anti-Not Hispanic or Latino,43
FL,2004,Anti-Other Religion,6
FL,2004,Anti-Protestant,2
FL,2004,Anti-White,55
DE,2004,Anti-Asian,2
DE,2004,Anti-Black or African American,30
DE,2004,Anti-Female Homosexual (Lesbian),1
DE,2004,Anti-Hispanic or Latino,3
DE,2004,Anti-Islamic (Muslem),2
DE,2004,Anti-Jewish,1
DE,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
DE,2004,Anti-Male Homosexual (Gay),12
DE,2004,Anti-Multi-Racial Group,1
DE,2004,Anti-White,5
DC,2004,Anti-Asian,2
DC,2004,Anti-Black or African American,5
DC,2004,Anti-Female Homosexual (Lesbian),5
DC,2004,Anti-Hispanic or Latino,2
DC,2004,Anti-Jewish,2
DC,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
DC,2004,Anti-Male Homosexual (Gay),23
DC,2004,Anti-Multi-Racial Group,3
DC,2004,Anti-Not Hispanic or Latino,2
DC,2004,Anti-White,4
CT,2004,Anti-American Indian or Alaska Native,1
CT,2004,Anti-Asian,2
CT,2004,Anti-Black or African American,49
CT,2004,Anti-Catholic,1
CT,2004,Anti-Female Homosexual (Lesbian),2
CT,2004,Anti-Hispanic or Latino,8
CT,2004,Anti-Islamic (Muslem),1
CT,2004,Anti-Jewish,22
CT,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
CT,2004,Anti-Male Homosexual (Gay),16
CT,2004,Anti-Multi-Racial Group,4
CT,2004,Anti-Multi-Religious Group,1
CT,2004,Anti-Not Hispanic or Latino,9
CT,2004,Anti-Protestant,1
CT,2004,Anti-White,3
CO,2004,Anti-American Indian or Alaska Native,3
CO,2004,Anti-Asian,7
CO,2004,Anti-Black or African American,29
CO,2004,Anti-Catholic,1
CO,2004,Anti-Hispanic or Latino,14
CO,2004,Anti-Islamic (Muslem),2
CO,2004,Anti-Jewish,9
CO,2004,Anti-Male Homosexual (Gay),3
CO,2004,Anti-Multi-Racial Group,3
CO,2004,Anti-Multi-Religious Group,4
CO,2004,Anti-Not Hispanic or Latino,1
CO,2004,Anti-Other Religion,3
CO,2004,Anti-Protestant,1
CO,2004,Anti-White,1
CA,2004,Anti-American Indian or Alaska Native,3
CA,2004,Anti-Asian,69
CA,2004,Anti-Bisexual,1
CA,2004,Anti-Black or African American,500
CA,2004,Anti-Catholic,9
CA,2004,Anti-Female Homosexual (Lesbian),37
CA,2004,Anti-Heterosexual,1
CA,2004,Anti-Hispanic or Latino,137
CA,2004,Anti-Islamic (Muslem),29
CA,2004,Anti-Jewish,142
CA,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",36
CA,2004,Anti-Male Homosexual (Gay),189
CA,2004,Anti-Mental Disability,2
CA,2004,Anti-Multi-Racial Group,45
CA,2004,Anti-Multi-Religious Group,3
CA,2004,Anti-Not Hispanic or Latino,105
CA,2004,Anti-Other Religion,19
CA,2004,Anti-Physical Disability,2
CA,2004,Anti-Protestant,3
CA,2004,Anti-White,61
AZ,2004,Anti-American Indian or Alaska Native,2
AZ,2004,Anti-Asian,5
AZ,2004,Anti-Black or African American,73
AZ,2004,Anti-Female Homosexual (Lesbian),6
AZ,2004,Anti-Hispanic or Latino,24
AZ,2004,Anti-Islamic (Muslem),8
AZ,2004,Anti-Jewish,28
AZ,2004,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
AZ,2004,Anti-Male Homosexual (Gay),19
AZ,2004,Anti-Multi-Racial Group,11
AZ,2004,Anti-Multi-Religious Group,5
AZ,2004,Anti-Not Hispanic or Latino,21
AZ,2004,Anti-Other Religion,2
AZ,2004,Anti-Physical Disability,1
AZ,2004,Anti-Protestant,1
AZ,2004,Anti-White,11
AR,2004,Anti-American Indian or Alaska Native,3
AR,2004,Anti-Asian,2
AR,2004,Anti-Black or African American,28
AR,2004,Anti-Heterosexual,3
AR,2004,Anti-Hispanic or Latino,1
AR,2004,Anti-Islamic (Muslem),1
AR,2004,Anti-Jewish,1
AR,2004,Anti-Male Homosexual (Gay),1
AR,2004,Anti-Mental Disability,1
AR,2004,Anti-Not Hispanic or Latino,1
AR,2004,Anti-Other Religion,1
AR,2004,Anti-White,41
AL,2004,Anti-Black or African American,3
AK,2004,Anti-American Indian or Alaska Native,1
AK,2004,Anti-Asian,1
AK,2004,Anti-Black or African American,6
AK,2004,Anti-Hispanic or Latino,1
WY,2003,Anti-Black or African American,3
WY,2003,Anti-Hispanic or Latino,1
WY,2003,Anti-Jewish,6
WY,2003,Anti-Male Homosexual (Gay),1
WY,2003,Anti-White,1
WV,2003,Anti-Black or African American,16
WV,2003,Anti-Female Homosexual (Lesbian),10
WV,2003,Anti-Heterosexual,2
WV,2003,Anti-Hispanic or Latino,1
WV,2003,Anti-Islamic (Muslem),1
WV,2003,Anti-Jewish,1
WV,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
WV,2003,Anti-Male Homosexual (Gay),1
WV,2003,Anti-Other Religion,1
WV,2003,Anti-Protestant,2
WV,2003,Anti-White,8
WI,2003,Anti-American Indian or Alaska Native,1
WI,2003,Anti-Asian,2
WI,2003,Anti-Black or African American,14
WI,2003,Anti-Female Homosexual (Lesbian),2
WI,2003,Anti-Hispanic or Latino,2
WI,2003,Anti-Jewish,4
WI,2003,Anti-Male Homosexual (Gay),9
WI,2003,Anti-Multi-Racial Group,1
WI,2003,Anti-Multi-Religious Group,1
WI,2003,Anti-Not Hispanic or Latino,1
WA,2003,Anti-American Indian or Alaska Native,4
WA,2003,Anti-Asian,10
WA,2003,Anti-Black or African American,69
WA,2003,Anti-Catholic,1
WA,2003,Anti-Female Homosexual (Lesbian),7
WA,2003,Anti-Hispanic or Latino,19
WA,2003,Anti-Islamic (Muslem),4
WA,2003,Anti-Jewish,12
WA,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
WA,2003,Anti-Male Homosexual (Gay),37
WA,2003,Anti-Multi-Racial Group,4
WA,2003,Anti-Not Hispanic or Latino,27
WA,2003,Anti-Other Religion,4
WA,2003,Anti-Physical Disability,3
WA,2003,Anti-Protestant,2
WA,2003,Anti-White,16
VT,2003,Anti-Asian,1
VT,2003,Anti-Black or African American,5
VT,2003,Anti-Female Homosexual (Lesbian),1
VT,2003,Anti-Hispanic or Latino,1
VT,2003,Anti-Jewish,2
VT,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
VT,2003,Anti-Male Homosexual (Gay),3
VT,2003,Anti-Multi-Religious Group,1
VT,2003,Anti-Not Hispanic or Latino,1
VT,2003,Anti-Other Religion,1
VT,2003,Anti-White,9
VA,2003,Anti-American Indian or Alaska Native,2
VA,2003,Anti-Arab,5
VA,2003,Anti-Asian,6
VA,2003,Anti-Atheist/Agnosticism,1
VA,2003,Anti-Bisexual,4
VA,2003,Anti-Black or African American,105
VA,2003,Anti-Catholic,4
VA,2003,Anti-Female Homosexual (Lesbian),4
VA,2003,Anti-Heterosexual,1
VA,2003,Anti-Hispanic or Latino,12
VA,2003,Anti-Islamic (Muslem),5
VA,2003,Anti-Jewish,20
VA,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",17
VA,2003,Anti-Male Homosexual (Gay),13
VA,2003,Anti-Mental Disability,2
VA,2003,Anti-Multi-Racial Group,12
VA,2003,Anti-Multi-Religious Group,5
VA,2003,Anti-Not Hispanic or Latino,13
VA,2003,Anti-Other Religion,4
VA,2003,Anti-Physical Disability,1
VA,2003,Anti-Protestant,7
VA,2003,Anti-White,56
UT,2003,Anti-Arab,1
UT,2003,Anti-Black or African American,11
UT,2003,Anti-Catholic,1
UT,2003,Anti-Female Homosexual (Lesbian),1
UT,2003,Anti-Hispanic or Latino,9
UT,2003,Anti-Islamic (Muslem),3
UT,2003,Anti-Jewish,1
UT,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
UT,2003,Anti-Male Homosexual (Gay),3
UT,2003,Anti-Multi-Racial Group,1
UT,2003,Anti-Not Hispanic or Latino,2
UT,2003,Anti-Other Religion,7
UT,2003,Anti-White,17
TX,2003,Anti-Arab,1
TX,2003,Anti-Asian,11
TX,2003,Anti-Black or African American,226
TX,2003,Anti-Catholic,6
TX,2003,Anti-Female Homosexual (Lesbian),15
TX,2003,Anti-Hispanic or Latino,62
TX,2003,Anti-Islamic (Muslem),8
TX,2003,Anti-Jewish,58
TX,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",11
TX,2003,Anti-Male Homosexual (Gay),93
TX,2003,Anti-Multi-Racial Group,12
TX,2003,Anti-Multi-Religious Group,1
TX,2003,Anti-Not Hispanic or Latino,54
TX,2003,Anti-Other Religion,1
TX,2003,Anti-Protestant,2
TX,2003,Anti-White,51
TN,2003,Anti-American Indian or Alaska Native,5
TN,2003,Anti-Asian,5
TN,2003,Anti-Black or African American,75
TN,2003,Anti-Female Homosexual (Lesbian),5
TN,2003,Anti-Heterosexual,2
TN,2003,Anti-Hispanic or Latino,8
TN,2003,Anti-Islamic (Muslem),5
TN,2003,Anti-Jewish,9
TN,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
TN,2003,Anti-Male Homosexual (Gay),18
TN,2003,Anti-Multi-Racial Group,3
TN,2003,Anti-Not Hispanic or Latino,7
TN,2003,Anti-Other Religion,3
TN,2003,Anti-Physical Disability,2
TN,2003,Anti-Protestant,2
TN,2003,Anti-White,23
SD,2003,Anti-American Indian or Alaska Native,2
SD,2003,Anti-Black or African American,2
SD,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
SD,2003,Anti-Male Homosexual (Gay),2
SD,2003,Anti-White,3
SC,2003,Anti-American Indian or Alaska Native,2
SC,2003,Anti-Asian,2
SC,2003,Anti-Black or African American,22
SC,2003,Anti-Heterosexual,1
SC,2003,Anti-Hispanic or Latino,5
SC,2003,Anti-Jewish,1
SC,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
SC,2003,Anti-Male Homosexual (Gay),3
SC,2003,Anti-Mental Disability,1
SC,2003,Anti-Multi-Racial Group,3
SC,2003,Anti-Not Hispanic or Latino,1
SC,2003,Anti-Other Religion,1
SC,2003,Anti-Physical Disability,18
SC,2003,Anti-Protestant,1
SC,2003,Anti-White,8
RI,2003,Anti-Asian,5
RI,2003,Anti-Black or African American,8
RI,2003,Anti-Catholic,1
RI,2003,Anti-Female Homosexual (Lesbian),6
RI,2003,Anti-Islamic (Muslem),1
RI,2003,Anti-Jewish,2
RI,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
RI,2003,Anti-Male Homosexual (Gay),15
RI,2003,Anti-Multi-Racial Group,1
RI,2003,Anti-Not Hispanic or Latino,3
RI,2003,Anti-White,2
PA,2003,Anti-Asian,2
PA,2003,Anti-Bisexual,1
PA,2003,Anti-Black or African American,64
PA,2003,Anti-Female Homosexual (Lesbian),3
PA,2003,Anti-Hispanic or Latino,2
PA,2003,Anti-Islamic (Muslem),2
PA,2003,Anti-Jewish,17
PA,2003,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
